"grant_id","year","oecd_short","is_ds","duration_years"
"NNF24OC0092246",2024,"Health",FALSE,1.9958932238193
"NNF24OC0092304",2024,"Health",FALSE,3.49349760438056
"NNF24OC0092314",2024,"Other",FALSE,3.99452429842574
"NNF24OC0092315",2024,"Health",FALSE,0.996577686516085
"NNF24OC0092321",2024,"Health",FALSE,3.74811772758385
"NNF24OC0092323",2024,"Other",FALSE,3.99726214921287
"NNF24OC0092344",2024,"Health",FALSE,0.996577686516085
"NNF24OC0092364",2024,"Health",FALSE,1.99863107460643
"NNF24OC0092365",2024,"Health",FALSE,2.99520876112252
"NNF24OC0092367",2024,"Health",FALSE,3.99726214921287
"NNF24OC0092381",2024,"Health",FALSE,2.99520876112252
"NNF24OC0092384",2024,"Health",FALSE,2.99520876112252
"NNF24OC0092388",2024,"Health",FALSE,3.99726214921287
"NNF24OC0092403",2024,"Health",FALSE,2.99520876112252
"NNF24OC0092408",2024,"Health",FALSE,1.9958932238193
"NNF24OC0092409",2024,"Health",FALSE,0.996577686516085
"NNF24OC0092419",2024,"Health",FALSE,2.99520876112252
"NNF24OC0092464",2024,"Health",FALSE,1.4154688569473
"NNF24OC0092494",2024,"Health",FALSE,1.9958932238193
"NNF24OC0092500",2024,"Other",FALSE,3.99726214921287
"NNF24OC0092507",2024,"Health",FALSE,2.99520876112252
"NNF24OC0092524",2024,"Health",FALSE,2.99520876112252
"NNF24OC0092527",2024,"Health",FALSE,2.99520876112252
"NNF24OC0092558",2024,"Health",FALSE,1.9958932238193
"NNF24OC0092565",2024,"Health",FALSE,2.99520876112252
"NNF24OC0092595",2024,"Health",FALSE,2.91307323750856
"NNF24OC0092612",2024,"Natural Sciences",TRUE,4.99657768651609
"NNF24OC0092666",2024,"Agriculture & Vet",FALSE,2.91033538672142
"NNF24OC0092972",2024,"Natural Sciences",TRUE,4.99657768651609
"NNF24OC0092985",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0093097",2024,"Natural Sciences",TRUE,3.99726214921287
"NNF24OC0093140",2024,"Health",FALSE,3.99726214921287
"NNF24OC0093169",2024,"Engineering & Tech",FALSE,2.99794661190965
"NNF24OC0093187",2024,"Engineering & Tech",FALSE,2.99794661190965
"NNF24OC0093199",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0093217",2024,"Social Sciences",FALSE,1.9958932238193
"NNF24OC0093224",2024,"Social Sciences",FALSE,2.99794661190965
"NNF24OC0093315",2024,"Agriculture & Vet",FALSE,2.99520876112252
"NNF24OC0093443",2024,"Health",FALSE,4.99657768651609
"NNF24OC0093467",2024,"Health",FALSE,2.99520876112252
"NNF24OC0093476",2024,"Natural Sciences",FALSE,3.83572895277207
